CME,t0,dt0,pa,da,v,dv,minv,maxv,halo?,datetime
"<a href=""CME0127/CME.html"" target=""_blank"" >0127</a>",2025/05/24 18:24,01,265,008,0420,0060,0355,0488,,2025-05-24 18:24:00
"<a href=""CME0126/CME.html"" target=""_blank"" >0126</a>",2025/05/24 13:36,02,265,008,0508,0299,0258,1042,,2025-05-24 13:36:00
"<a href=""CME0125/CME.html"" target=""_blank"" >0125</a>",2025/05/24 11:12,01,263,008,0395,0153,0354,0651,,2025-05-24 11:12:00
"<a href=""CME0124/CME.html"" target=""_blank"" >0124</a>",2025/05/24 08:12,01,056,022,0178,0013,0173,0205,,2025-05-24 08:12:00
"<a href=""CME0123/CME.html"" target=""_blank"" >0123</a>",2025/05/24 03:48,01,199,016,0976,0634,0512,1953,,2025-05-24 03:48:00
"<a href=""CME0122/CME.html"" target=""_blank"" >0122</a>",2025/05/23 16:36,02,208,034,0473,0241,0179,1077,,2025-05-23 16:36:00
"<a href=""CME0121/CME.html"" target=""_blank"" >0121</a>",2025/05/23 16:36,01,235,076,0419,0033,0322,0466,,2025-05-23 16:36:00
"<a href=""CME0120/CME.html"" target=""_blank"" >0120</a>",2025/05/23 16:36,00,171,012,0726,0095,0568,0811,,2025-05-23 16:36:00
"<a href=""CME0119/CME.html"" target=""_blank"" >0119</a>",2025/05/23 16:24,00,059,008,0446,0056,0405,0543,,2025-05-23 16:24:00
"<a href=""CME0118/CME.html"" target=""_blank"" >0118</a>",2025/05/23 11:12,02,074,006,0457,0280,0187,0947,,2025-05-23 11:12:00
"<a href=""CME0117/CME.html"" target=""_blank"" >0117</a>",2025/05/23 07:24,01,067,036,0433,0135,0268,0702,,2025-05-23 07:24:00
"<a href=""CME0116/CME.html"" target=""_blank"" >0116</a>",2025/05/23 02:00,03,327,008,0108,0005,0101,0115,,2025-05-23 02:00:00
"<a href=""CME0115/CME.html"" target=""_blank"" >0115</a>",2025/05/22 22:00,03,334,014,0107,0088,0099,0300,,2025-05-22 22:00:00
"<a href=""CME0114/CME.html"" target=""_blank"" >0114</a>",2025/05/22 17:36,03,060,054,0222,0313,0106,1157,,2025-05-22 17:36:00
"<a href=""CME0113/CME.html"" target=""_blank"" >0113</a>",2025/05/22 15:36,02,055,072,0401,0131,0195,0734,,2025-05-22 15:36:00
"<a href=""CME0112/CME.html"" target=""_blank"" >0112</a>",2025/05/22 15:24,08,339,032,0139,0125,0100,0440,,2025-05-22 15:24:00
"<a href=""CME0111/CME.html"" target=""_blank"" >0111</a>",2025/05/22 08:36,01,332,010,1224,0320,0589,1562,,2025-05-22 08:36:00
"<a href=""CME0110/CME.html"" target=""_blank"" >0110</a>",2025/05/22 06:36,02,351,016,0254,0022,0242,0293,,2025-05-22 06:36:00
"<a href=""CME0109/CME.html"" target=""_blank"" >0109</a>",2025/05/21 14:12,01,253,008,0204,0001,0204,0206,,2025-05-21 14:12:00
"<a href=""CME0108/CME.html"" target=""_blank"" >0108</a>",2025/05/21 13:48,02,247,064,0496,0092,0250,0625,,2025-05-21 13:48:00
"<a href=""CME0107/CME.html"" target=""_blank"" >0107</a>",2025/05/21 09:00,00,076,014,0761,0354,0309,1350,,2025-05-21 09:00:00
"<a href=""CME0106/CME.html"" target=""_blank"" >0106</a>",2025/05/20 21:12,02,089,016,0625,0192,0277,0932,,2025-05-20 21:12:00
"<a href=""CME0105/CME.html"" target=""_blank"" >0105</a>",2025/05/20 21:12,02,083,008,0359,0062,0260,0434,,2025-05-20 21:12:00
"<a href=""CME0104/CME.html"" target=""_blank"" >0104</a>",2025/05/20 18:48,02,139,028,0558,0370,0281,1488,,2025-05-20 18:48:00
"<a href=""CME0103/CME.html"" target=""_blank"" >0103</a>",2025/05/20 14:24,01,269,028,0434,0119,0220,0548,,2025-05-20 14:24:00
"<a href=""CME0102/CME.html"" target=""_blank"" >0102</a>",2025/05/20 00:24,00,088,006,0955,0286,0434,1158,,2025-05-20 00:24:00
"<a href=""CME0101/CME.html"" target=""_blank"" >0101</a>",2025/05/19 12:00,00,051,008,1157,0195,0801,1358,,2025-05-19 12:00:00
"<a href=""CME0100/CME.html"" target=""_blank"" >0100</a>",2025/05/19 09:00,01,051,008,0223,0039,0160,0258,,2025-05-19 09:00:00
"<a href=""CME0099/CME.html"" target=""_blank"" >0099</a>",2025/05/19 07:48,02,277,012,0175,0039,0126,0238,,2025-05-19 07:48:00
"<a href=""CME0098/CME.html"" target=""_blank"" >0098</a>",2025/05/18 23:36,05,328,094,0212,0034,0157,0315,II,2025-05-18 23:36:00
"<a href=""CME0097/CME.html"" target=""_blank"" >0097</a>",2025/05/18 17:36,02,280,042,0215,0030,0164,0280,,2025-05-18 17:36:00
"<a href=""CME0096/CME.html"" target=""_blank"" >0096</a>",2025/05/18 12:48,02,276,038,0218,0060,0171,0400,,2025-05-18 12:48:00
"<a href=""CME0095/CME.html"" target=""_blank"" >0095</a>",2025/05/18 08:00,00,104,006,0385,0011,0367,0395,,2025-05-18 08:00:00
"<a href=""CME0094/CME.html"" target=""_blank"" >0094</a>",2025/05/18 01:25,01,276,010,0258,0080,0202,0405,,2025-05-18 01:25:00
"<a href=""CME0093/CME.html"" target=""_blank"" >0093</a>",2025/05/16 09:12,01,097,016,0436,0148,0164,0625,,2025-05-16 09:12:00
"<a href=""CME0092/CME.html"" target=""_blank"" >0092</a>",2025/05/16 04:17,02,080,054,0649,0249,0172,0960,,2025-05-16 04:17:00
"<a href=""CME0091/CME.html"" target=""_blank"" >0091</a>",2025/05/15 15:36,02,053,012,0844,0556,0489,1838,,2025-05-15 15:36:00
"<a href=""CME0090/CME.html"" target=""_blank"" >0090</a>",2025/05/15 05:12,02,049,012,0411,0795,0339,1953,,2025-05-15 05:12:00
"<a href=""CME0089/CME.html"" target=""_blank"" >0089</a>",2025/05/15 02:12,04,166,082,0782,0585,0192,1953,,2025-05-15 02:12:00
"<a href=""CME0088/CME.html"" target=""_blank"" >0088</a>",2025/05/14 18:48,01,047,076,0466,0068,0339,0631,,2025-05-14 18:48:00
"<a href=""CME0087/CME.html"" target=""_blank"" >0087</a>",2025/05/14 18:36,01,036,010,1735,0168,1488,1953,,2025-05-14 18:36:00
"<a href=""CME0086/CME.html"" target=""_blank"" >0086</a>",2025/05/14 15:24,01,024,014,0694,0499,0262,1562,,2025-05-14 15:24:00
"<a href=""CME0085/CME.html"" target=""_blank"" >0085</a>",2025/05/14 15:12,03,282,022,0395,0118,0247,0664,,2025-05-14 15:12:00
"<a href=""CME0084/CME.html"" target=""_blank"" >0084</a>",2025/05/14 13:36,02,202,006,1838,0130,1644,1953,,2025-05-14 13:36:00
"<a href=""CME0083/CME.html"" target=""_blank"" >0083</a>",2025/05/14 13:25,02,292,010,0538,0186,0223,0710,,2025-05-14 13:25:00
"<a href=""CME0082/CME.html"" target=""_blank"" >0082</a>",2025/05/14 10:24,02,107,040,0548,0431,0221,1644,,2025-05-14 10:24:00
"<a href=""CME0081/CME.html"" target=""_blank"" >0081</a>",2025/05/14 09:36,02,254,010,0532,0463,0428,1358,,2025-05-14 09:36:00
"<a href=""CME0080/CME.html"" target=""_blank"" >0080</a>",2025/05/14 08:12,05,072,122,0664,0415,0292,1736,II,2025-05-14 08:12:00
"<a href=""CME0079/CME.html"" target=""_blank"" >0079</a>",2025/05/14 06:24,01,325,008,0452,0180,0282,0726,,2025-05-14 06:24:00
"<a href=""CME0078/CME.html"" target=""_blank"" >0078</a>",2025/05/14 06:24,01,098,006,0467,0218,0189,0726,,2025-05-14 06:24:00
"<a href=""CME0077/CME.html"" target=""_blank"" >0077</a>",2025/05/14 06:24,04,310,118,0466,0128,0204,0781,II,2025-05-14 06:24:00
"<a href=""CME0076/CME.html"" target=""_blank"" >0076</a>",2025/05/14 04:36,01,096,010,0488,0079,0347,0558,,2025-05-14 04:36:00
"<a href=""CME0075/CME.html"" target=""_blank"" >0075</a>",2025/05/14 03:24,01,065,012,0589,0296,0520,1116,,2025-05-14 03:24:00
"<a href=""CME0074/CME.html"" target=""_blank"" >0074</a>",2025/05/14 02:00,01,059,016,1041,0568,0208,1953,,2025-05-14 02:00:00
"<a href=""CME0073/CME.html"" target=""_blank"" >0073</a>",2025/05/13 18:24,01,239,012,1008,0195,0702,1157,,2025-05-13 18:24:00
"<a href=""CME0072/CME.html"" target=""_blank"" >0072</a>",2025/05/13 18:12,01,114,018,1250,0420,0781,1953,,2025-05-13 18:12:00
"<a href=""CME0071/CME.html"" target=""_blank"" >0071</a>",2025/05/13 18:12,01,335,024,1077,0634,0189,1952,,2025-05-13 18:12:00
"<a href=""CME0070/CME.html"" target=""_blank"" >0070</a>",2025/05/13 17:12,02,207,016,0391,0147,0209,0589,,2025-05-13 17:12:00
"<a href=""CME0069/CME.html"" target=""_blank"" >0069</a>",2025/05/13 16:12,01,193,008,0496,0123,0411,0744,,2025-05-13 16:12:00
"<a href=""CME0068/CME.html"" target=""_blank"" >0068</a>",2025/05/13 15:48,01,296,014,0278,0847,0148,1953,,2025-05-13 15:48:00
"<a href=""CME0067/CME.html"" target=""_blank"" >0067</a>",2025/05/13 15:48,02,275,084,0600,0136,0262,0686,,2025-05-13 15:48:00
"<a href=""CME0066/CME.html"" target=""_blank"" >0066</a>",2025/05/13 15:00,05,035,108,0256,0046,0152,0328,II,2025-05-13 15:00:00
"<a href=""CME0065/CME.html"" target=""_blank"" >0065</a>",2025/05/13 14:48,01,117,012,0898,0414,0588,1602,,2025-05-13 14:48:00
"<a href=""CME0064/CME.html"" target=""_blank"" >0064</a>",2025/05/13 09:36,01,024,038,0573,0216,0132,0868,,2025-05-13 09:36:00
"<a href=""CME0063/CME.html"" target=""_blank"" >0063</a>",2025/05/13 04:24,01,126,030,1649,0278,1157,1953,,2025-05-13 04:24:00
"<a href=""CME0062/CME.html"" target=""_blank"" >0062</a>",2025/05/13 03:48,02,224,054,1562,0367,0892,1953,,2025-05-13 03:48:00
"<a href=""CME0061/CME.html"" target=""_blank"" >0061</a>",2025/05/13 00:24,02,292,010,0214,0040,0146,0267,,2025-05-13 00:24:00
"<a href=""CME0060/CME.html"" target=""_blank"" >0060</a>",2025/05/12 23:24,10,354,138,0306,0063,0134,0440,II,2025-05-12 23:24:00
"<a href=""CME0059/CME.html"" target=""_blank"" >0059</a>",2025/05/12 23:12,01,000,030,0332,0034,0287,0395,,2025-05-12 23:12:00
"<a href=""CME0058/CME.html"" target=""_blank"" >0058</a>",2025/05/12 23:12,01,255,012,0600,0306,0504,1302,,2025-05-12 23:12:00
"<a href=""CME0057/CME.html"" target=""_blank"" >0057</a>",2025/05/12 17:00,03,197,008,0336,0193,0234,0707,,2025-05-12 17:00:00
"<a href=""CME0056/CME.html"" target=""_blank"" >0056</a>",2025/05/12 10:36,01,093,028,0243,0112,0159,0529,,2025-05-12 10:36:00
"<a href=""CME0055/CME.html"" target=""_blank"" >0055</a>",2025/05/12 10:36,02,197,012,0517,0166,0254,0801,,2025-05-12 10:36:00
"<a href=""CME0054/CME.html"" target=""_blank"" >0054</a>",2025/05/12 10:24,01,163,032,0164,0031,0116,0214,,2025-05-12 10:24:00
"<a href=""CME0053/CME.html"" target=""_blank"" >0053</a>",2025/05/12 05:48,00,065,012,0676,0440,0496,1602,,2025-05-12 05:48:00
"<a href=""CME0052/CME.html"" target=""_blank"" >0052</a>",2025/05/11 19:12,01,354,018,0231,0315,0114,0919,,2025-05-11 19:12:00
"<a href=""CME0051/CME.html"" target=""_blank"" >0051</a>",2025/05/11 15:12,05,294,022,0112,0010,0101,0135,,2025-05-11 15:12:00
"<a href=""CME0050/CME.html"" target=""_blank"" >0050</a>",2025/05/11 15:00,01,060,014,0906,0387,0694,1838,,2025-05-11 15:00:00
"<a href=""CME0049/CME.html"" target=""_blank"" >0049</a>",2025/05/11 12:00,02,298,010,0108,0005,0100,0115,,2025-05-11 12:00:00
"<a href=""CME0048/CME.html"" target=""_blank"" >0048</a>",2025/05/11 08:00,01,308,010,0202,0109,0146,0422,,2025-05-11 08:00:00
"<a href=""CME0047/CME.html"" target=""_blank"" >0047</a>",2025/05/11 07:24,01,041,012,0242,0041,0168,0268,,2025-05-11 07:24:00
"<a href=""CME0046/CME.html"" target=""_blank"" >0046</a>",2025/05/11 04:36,03,017,040,0257,0084,0111,0437,,2025-05-11 04:36:00
"<a href=""CME0045/CME.html"" target=""_blank"" >0045</a>",2025/05/10 23:24,02,345,008,0212,0040,0134,0220,,2025-05-10 23:24:00
"<a href=""CME0044/CME.html"" target=""_blank"" >0044</a>",2025/05/09 22:24,01,204,022,0592,0691,0121,1838,,2025-05-09 22:24:00
"<a href=""CME0043/CME.html"" target=""_blank"" >0043</a>",2025/05/09 21:00,02,215,048,1041,0528,0248,1953,,2025-05-09 21:00:00
"<a href=""CME0042/CME.html"" target=""_blank"" >0042</a>",2025/05/09 14:00,04,202,010,0284,0412,0105,1201,,2025-05-09 14:00:00
"<a href=""CME0041/CME.html"" target=""_blank"" >0041</a>",2025/05/09 12:36,01,307,008,1208,0480,0653,1854,,2025-05-09 12:36:00
"<a href=""CME0040/CME.html"" target=""_blank"" >0040</a>",2025/05/09 09:12,02,248,006,0733,0327,0548,1358,,2025-05-09 09:12:00
"<a href=""CME0039/CME.html"" target=""_blank"" >0039</a>",2025/05/09 08:48,01,227,012,0822,0275,0332,1038,,2025-05-09 08:48:00
"<a href=""CME0038/CME.html"" target=""_blank"" >0038</a>",2025/05/09 06:36,03,206,006,0198,0079,0128,0339,,2025-05-09 06:36:00
"<a href=""CME0037/CME.html"" target=""_blank"" >0037</a>",2025/05/09 05:48,03,208,006,0206,0764,0118,1733,,2025-05-09 05:48:00
"<a href=""CME0036/CME.html"" target=""_blank"" >0036</a>",2025/05/08 15:12,05,269,020,0508,0311,0339,1275,,2025-05-08 15:12:00
"<a href=""CME0035/CME.html"" target=""_blank"" >0035</a>",2025/05/08 15:12,07,221,028,0781,0494,0119,1948,,2025-05-08 15:12:00
"<a href=""CME0034/CME.html"" target=""_blank"" >0034</a>",2025/05/08 13:36,01,280,014,0590,0426,0320,1644,,2025-05-08 13:36:00
"<a href=""CME0033/CME.html"" target=""_blank"" >0033</a>",2025/05/08 10:24,03,299,060,0381,0355,0170,1302,,2025-05-08 10:24:00
"<a href=""CME0032/CME.html"" target=""_blank"" >0032</a>",2025/05/08 05:12,01,046,010,0322,0145,0126,0558,,2025-05-08 05:12:00
"<a href=""CME0031/CME.html"" target=""_blank"" >0031</a>",2025/05/08 03:24,03,292,026,0236,0809,0118,1953,,2025-05-08 03:24:00
"<a href=""CME0030/CME.html"" target=""_blank"" >0030</a>",2025/05/08 02:24,03,301,016,0679,0611,0109,1644,,2025-05-08 02:24:00
"<a href=""CME0029/CME.html"" target=""_blank"" >0029</a>",2025/05/07 16:12,01,210,026,0288,0100,0138,0480,,2025-05-07 16:12:00
"<a href=""CME0028/CME.html"" target=""_blank"" >0028</a>",2025/05/07 11:00,07,038,074,0297,0068,0143,0363,,2025-05-07 11:00:00
"<a href=""CME0027/CME.html"" target=""_blank"" >0027</a>",2025/05/07 10:36,00,122,010,0806,0208,0529,1116,,2025-05-07 10:36:00
"<a href=""CME0026/CME.html"" target=""_blank"" >0026</a>",2025/05/07 10:12,01,320,018,0568,0254,0148,0801,,2025-05-07 10:12:00
"<a href=""CME0025/CME.html"" target=""_blank"" >0025</a>",2025/05/07 09:24,01,323,032,0514,0104,0416,0762,,2025-05-07 09:24:00
"<a href=""CME0024/CME.html"" target=""_blank"" >0024</a>",2025/05/06 21:48,01,083,020,0239,0040,0171,0318,,2025-05-06 21:48:00
"<a href=""CME0023/CME.html"" target=""_blank"" >0023</a>",2025/05/06 18:24,05,341,056,0801,0542,0109,1736,,2025-05-06 18:24:00
"<a href=""CME0022/CME.html"" target=""_blank"" >0022</a>",2025/05/06 17:12,01,161,028,0731,0257,0408,1461,,2025-05-06 17:12:00
"<a href=""CME0021/CME.html"" target=""_blank"" >0021</a>",2025/05/06 12:12,02,225,024,0221,0058,0150,0372,,2025-05-06 12:12:00
"<a href=""CME0020/CME.html"" target=""_blank"" >0020</a>",2025/05/06 07:00,01,046,014,0336,0063,0262,0434,,2025-05-06 07:00:00
"<a href=""CME0019/CME.html"" target=""_blank"" >0019</a>",2025/05/06 05:36,01,316,006,0200,0045,0172,0286,,2025-05-06 05:36:00
"<a href=""CME0018/CME.html"" target=""_blank"" >0018</a>",2025/05/06 01:25,03,015,032,0446,0074,0309,0578,,2025-05-06 01:25:00
"<a href=""CME0017/CME.html"" target=""_blank"" >0017</a>",2025/05/05 15:00,03,056,046,0557,0196,0211,1041,,2025-05-05 15:00:00
"<a href=""CME0016/CME.html"" target=""_blank"" >0016</a>",2025/05/05 10:36,01,086,010,0801,0241,0473,1077,,2025-05-05 10:36:00
"<a href=""CME0015/CME.html"" target=""_blank"" >0015</a>",2025/05/05 08:36,01,108,030,0844,0553,0595,1953,,2025-05-05 08:36:00
"<a href=""CME0014/CME.html"" target=""_blank"" >0014</a>",2025/05/05 02:00,03,256,034,0214,0120,0138,0488,,2025-05-05 02:00:00
"<a href=""CME0013/CME.html"" target=""_blank"" >0013</a>",2025/05/05 00:36,02,254,066,0247,0067,0177,0440,,2025-05-05 00:36:00
"<a href=""CME0012/CME.html"" target=""_blank"" >0012</a>",2025/05/04 21:12,01,262,006,0820,0270,0480,1201,,2025-05-04 21:12:00
"<a href=""CME0011/CME.html"" target=""_blank"" >0011</a>",2025/05/04 15:24,01,252,014,1157,0345,0437,1250,,2025-05-04 15:24:00
"<a href=""CME0010/CME.html"" target=""_blank"" >0010</a>",2025/05/04 09:36,02,201,020,1644,0610,0488,1953,,2025-05-04 09:36:00
"<a href=""CME0009/CME.html"" target=""_blank"" >0009</a>",2025/05/04 09:24,01,252,006,0424,0062,0353,0488,,2025-05-04 09:24:00
"<a href=""CME0008/CME.html"" target=""_blank"" >0008</a>",2025/05/04 08:00,01,094,018,0322,0089,0279,0504,,2025-05-04 08:00:00
"<a href=""CME0007/CME.html"" target=""_blank"" >0007</a>",2025/05/03 17:36,01,245,008,0400,0649,0168,1644,,2025-05-03 17:36:00
"<a href=""CME0006/CME.html"" target=""_blank"" >0006</a>",2025/05/03 17:36,00,253,016,0465,0156,0285,0752,,2025-05-03 17:36:00
"<a href=""CME0005/CME.html"" target=""_blank"" >0005</a>",2025/05/02 09:12,02,123,012,0556,0271,0381,1116,,2025-05-02 09:12:00
"<a href=""CME0004/CME.html"" target=""_blank"" >0004</a>",2025/05/02 02:24,01,089,016,0306,0101,0235,0466,,2025-05-02 02:24:00
"<a href=""CME0003/CME.html"" target=""_blank"" >0003</a>",2025/05/01 18:24,01,092,014,0338,0084,0202,0446,,2025-05-01 18:24:00
"<a href=""CME0002/CME.html"" target=""_blank"" >0002</a>",2025/05/01 15:12,01,237,016,0180,0034,0141,0260,,2025-05-01 15:12:00
"<a href=""CME0001/CME.html"" target=""_blank"" >0001</a>",2025/05/01 09:12,01,232,014,0812,0107,0600,0919,,2025-05-01 09:12:00
"<a href=""Flow0028/CME.html"" target=""_blank"" >0028</a>",2025/05/31 16:12,00,081,008,0459,0000,0459,0459,,2025-05-31 16:12:00
"<a href=""Flow0027/CME.html"" target=""_blank"" >0027</a>",2025/05/31 08:00,01,088,010,0632,0055,0558,0726,,2025-05-31 08:00:00
"<a href=""Flow0026/CME.html"" target=""_blank"" >0026</a>",2025/05/27 14:00,02,067,008,0270,0017,0247,0297,,2025-05-27 14:00:00
"<a href=""Flow0025/CME.html"" target=""_blank"" >0025</a>",2025/05/25 21:36,03,266,022,0463,0791,0181,1736,,2025-05-25 21:36:00
"<a href=""Flow0024/CME.html"" target=""_blank"" >0024</a>",2025/05/22 03:36,01,353,008,0145,0000,0145,0145,,2025-05-22 03:36:00
"<a href=""Flow0023/CME.html"" target=""_blank"" >0023</a>",2025/05/22 01:48,02,357,008,0208,0048,0115,0247,,2025-05-22 01:48:00
"<a href=""Flow0022/CME.html"" target=""_blank"" >0022</a>",2025/05/21 22:00,02,009,020,0135,0033,0100,0210,,2025-05-21 22:00:00
"<a href=""Flow0021/CME.html"" target=""_blank"" >0021</a>",2025/05/21 16:12,02,076,310,1953,0000,1953,1953,IV,2025-05-21 16:12:00
"<a href=""Flow0020/CME.html"" target=""_blank"" >0020</a>",2025/05/19 17:00,01,065,012,0378,0106,0234,0508,,2025-05-19 17:00:00
"<a href=""Flow0019/CME.html"" target=""_blank"" >0019</a>",2025/05/19 06:00,01,339,012,0453,0052,0369,0504,,2025-05-19 06:00:00
"<a href=""Flow0018/CME.html"" target=""_blank"" >0018</a>",2025/05/19 04:12,04,296,070,0248,0067,0123,0322,,2025-05-19 04:12:00
"<a href=""Flow0017/CME.html"" target=""_blank"" >0017</a>",2025/05/14 12:48,01,110,006,0250,0117,0189,0473,,2025-05-14 12:48:00
"<a href=""Flow0016/CME.html"" target=""_blank"" >0016</a>",2025/05/14 12:24,01,041,036,0828,0283,0411,1498,,2025-05-14 12:24:00
"<a href=""Flow0015/CME.html"" target=""_blank"" >0015</a>",2025/05/13 20:24,01,277,020,0197,0156,0114,0512,,2025-05-13 20:24:00
"<a href=""Flow0014/CME.html"" target=""_blank"" >0014</a>",2025/05/13 19:24,01,048,018,0322,0166,0127,0578,,2025-05-13 19:24:00
"<a href=""Flow0013/CME.html"" target=""_blank"" >0013</a>",2025/05/13 19:12,01,008,006,0121,0041,0105,0202,,2025-05-13 19:12:00
"<a href=""Flow0012/CME.html"" target=""_blank"" >0012</a>",2025/05/13 18:54,01,270,010,0419,0049,0363,0488,,2025-05-13 18:54:00
"<a href=""Flow0011/CME.html"" target=""_blank"" >0011</a>",2025/05/11 18:24,00,346,010,0306,0040,0271,0381,,2025-05-11 18:24:00
"<a href=""Flow0010/CME.html"" target=""_blank"" >0010</a>",2025/05/08 20:12,01,262,006,0330,0000,0330,0330,,2025-05-08 20:12:00
